,hmid,Root_Object_Phrase,Pronoun,wid,reflection_period,predicted_category,age,country,gender,marital,parenthood
18608,59620,bought - system,I,10020,3m,achievement,39,USA,f,single,n
18609,59622,bought - mower,I,525,3m,achievement,52,USA,m,married,y
18610,59623,sold - condo,I,12184,3m,affection,37,USA,m,single,n
18611,59625,had - fun,I,11912,3m,bonding,25,MYS,f,single,n
18612,59628,called - me,I,4041,3m,bonding,30,USA,f,married,y
18613,59630,got - bonus,I,424,3m,achievement,30,USA,o,married,y
18614,59636,dropped - him,I,2876,3m,affection,47,USA,f,married,y
18615,59636,Opened - door,I,2876,3m,affection,47,USA,f,married,y
18616,59638,finished - work,I,2477,3m,achievement,27,USA,f,married,n
18617,59638,flabbergasted - happiness,I,2477,3m,achievement,27,USA,f,married,n
18618,59640,got - job,I,1141,3m,achievement,23.0,USA,f,single,n
18619,59641,received - gift,I,10608,3m,bonding,43,USA,m,divorced,y
18620,59644,found - box,I,988,3m,affection,32,USA,m,married,y
18621,59648,paid - debt,I,8761,3m,achievement,33,USA,m,married,y
18622,59649,started - fasting,I,1567,3m,achievement,25.0,USA,m,married,n
18623,59658,went - tubing,I,1260,3m,achievement,58,USA,f,married,y
18624,59659,giving - hints,,4478,3m,affection,20.0,IND,m,single,n
18625,59660,offered - display,I,1326,3m,enjoy_the_moment,33,USA,m,single,n
18626,59662,raised - banner,I,8398,3m,leisure,41,USA,m,married,n
18627,59663,found - dvd,I,2406,3m,achievement,38,USA,f,single,y
18628,59664,visited - Sedona,I,1196,3m,affection,31,USA,m,single,n
18629,59666,seen - friend,I,3556,3m,bonding,23,USA,m,single,n
18630,59668,received - promotion,I,13689,3m,achievement,25,USA,f,single,n
18631,59670,given - raise,I,11883,3m,achievement,27,USA,m,married,n
18632,59672,prefers - temperatures,,3403,3m,affection,48,USA,f,single,n
18633,59672,has - issues,,3403,3m,affection,48,USA,f,single,n
18634,59674,getting - bunny,,184,3m,affection,49,USA,f,married,y
18635,59676,having - weeks,I,1099,3m,affection,30,USA,f,married,n
18636,59677,got - time,I,151,3m,bonding,28,USA,m,single,n
18637,59679,caught - fish,I,7699,3m,achievement,20,USA,m,single,n
18638,59682,having - time,I,3256,3m,affection,33,USA,m,married,y
18639,59682,see - him,I,3256,3m,affection,33,USA,m,married,y
18640,59682,told - me,I,3256,3m,affection,33,USA,m,married,y
18641,59682,realized - that,I,3256,3m,affection,33,USA,m,married,y
18642,59683,found - source,I,45,3m,achievement,23,IND,m,single,n
18643,59684,Celebrated - daughters,,4574,3m,affection,32,USA,m,single,y
18644,59685,took - vacation,I,1420,3m,leisure,54.0,USA,f,married,y
18645,59687,had - surgery,,12436,3m,affection,50,USA,m,married,y
18646,59690,got - job,I,1321,3m,achievement,18,USA,m,single,n
18647,59692,ate - bunny,I,506,3m,enjoy_the_moment,40,USA,m,married,y
18648,59696,got - increment,I,629,3m,achievement,24,IND,m,single,y
18649,59697,LOVE - MUCH,I,1572,3m,affection,27,IND,m,married,y
18650,59702,discovered - music,I,397,3m,leisure,26.0,USA,m,single,n
18651,59703,celebrated - birthday,I,1035,3m,affection,31,USA,m,married,n
18652,59704,got - raise,I,991,3m,achievement,30,CAN,m,single,n
18653,59705,play - talk,I,9346,3m,affection,28,IND,f,single,n
18654,59705,share - things,I,9346,3m,affection,28,IND,f,single,n
18655,59707,completed - ride,I,839,3m,exercise,41,USA,m,single,n
18656,59708,purchased - machine,I,1760,3m,achievement,32,IND,m,married,n
18657,59710,had - baby,I,3478,3m,affection,30,USA,m,married,y
18658,59711,proposed - project,I,6382,3m,achievement,30,USA,f,married,n
18659,59712,given - raise,I,440,3m,achievement,30,USA,m,single,n
18660,59713,took - husband,I,2718,3m,affection,35,USA,f,married,y
18661,59716,won - pictionary,I,1085,3m,achievement,50,USA,f,married,y
18662,59717,asked - me,,2079,3m,enjoy_the_moment,24,USA,f,single,n
18663,59720,passed - test,,3025,3m,affection,24,USA,m,married,y
18664,59721,celebrated - birthday,I,717,3m,enjoy_the_moment,20,USA,m,single,n
18665,59722,had - birthday,I,3525,3m,affection,42,USA,f,married,y
18666,59724,do - paintings,I,2318,3m,achievement,29,USA,f,married,n
18667,59724,sell - painting,I,2318,3m,achievement,29,USA,f,married,n
18668,59724,take - part,I,2318,3m,achievement,29,USA,f,married,n
18669,59724,take - exhibitions,I,2318,3m,achievement,29,USA,f,married,n
18670,59724,took - me,I,2318,3m,achievement,29,USA,f,married,n
18671,59724,submitted - art,I,2318,3m,achievement,29,USA,f,married,n
18672,59724,got - call,I,2318,3m,achievement,29,USA,f,married,n
18673,59724,liked - work,I,2318,3m,achievement,29,USA,f,married,n
18674,59726,purchased - machine,I,79,3m,achievement,27,IND,m,single,n
18675,59728,packed - stuff,I,1077,3m,bonding,26,USA,m,single,n
18676,59734,bought - controller,I,932,3m,leisure,21,IND,m,single,n
18677,59735,had - time,I,1066,3m,affection,40,USA,f,married,y
18678,59735,packed - lunch,I,1066,3m,affection,40,USA,f,married,y
18679,59740,left - Georgia,I,13325,3m,affection,50,USA,o,divorced,y
18680,59741,broke - arm,I,10915,3m,achievement,33,USA,f,married,y
18681,59742,received - promotion,I,767,3m,achievement,23.0,USA,m,single,n
18682,59744,Taking - son,,4163,3m,affection,34,USA,m,married,y
18683,59744,enjoyed - it,,4163,3m,affection,34,USA,m,married,y
18684,59745,surprised - me,,4883,3m,affection,23,USA,f,single,n
18685,59746,found - tree,I,2288,3m,nature,50,USA,f,married,y
18686,59748,got - promotion,I,922,3m,achievement,31,USA,f,single,n
18687,59750,start - class,,3124,3m,affection,34,USA,f,single,n
18688,59752,had - work,I,491,3m,enjoy_the_moment,30.0,IND,f,married,y
18689,59753,winning - dollars,,8577,3m,achievement,19,USA,m,single,n
18690,59754,bought - bike,,2875,3m,achievement,26,IND,m,single,n
18691,59756,went - bowling,,9208,3m,affection,31,USA,f,divorced,y
18692,59757,wore - it,I,12652,3m,affection,25,USA,f,married,y
18693,59762,made - friends,I,2395,3m,bonding,24,USA,m,single,n
18694,59763,watched - movie,I,135,3m,leisure,23,CAN,m,single,n
18695,59764,baked - batch,I,1298,3m,achievement,46.0,USA,m,single,n
18696,59767,have - girl,I,2735,3m,affection,34,USA,m,married,y
18697,59770,got - tickets,I,9897,3m,bonding,26,USA,m,single,n
18698,59774,enjoyed - it,I,2174,3m,affection,46,CAN,m,divorced,y
18699,59777,hurted - me,I,1824,3m,affection,25,IND,m,single,n
18700,59780,celebrate - birthday,I,4496,3m,bonding,24,USA,f,single,n
18701,59783,surprised - me,,1698,3m,affection,47.0,IND,f,married,y
18702,59785,cooked - dinner,I,3970,3m,affection,53,USA,m,single,n
18703,59791,finished - snake,I,1868,3m,achievement,19,TUR,m,single,n
18704,59792,found - apartment,I,1943,3m,achievement,29,USA,f,single,n
18705,59793,passed - process,,2906,3m,affection,36,USA,m,married,n
18706,59794,won - 5,I,12800,3m,achievement,55,USA,f,married,y
18707,59795,loved - her,I,7228,3m,affection,25,USA,f,single,y
18708,59799,planted - sod,I,2757,3m,affection,58,USA,m,married,y
18709,59802,adopted - dog,I,6212,3m,affection,27,USA,f,single,n
18710,59806,have - family,,1599,3m,affection,24,USA,m,single,n
18711,59807,offered - job,I,997,3m,achievement,26,USA,f,single,n
18712,59809,passed - exams,I,3713,3m,achievement,25,CAN,f,single,n
18713,59813,passed - exam,I,6510,3m,achievement,23,USA,f,single,n
18714,59816,exceeding - expectation,I,867,3m,achievement,28,USA,m,single,n
18715,59818,surprised - me,I,4750,3m,bonding,32.0,USA,m,single,n
18716,59822,COMPLETED - INSTALLATION,I,7063,3m,achievement,33,USA,f,single,n
18717,59823,took - peanut,,1234,3m,achievement,47,USA,f,married,y
18718,59824,passed - polygraph,I,7199,3m,achievement,37,USA,m,divorced,y
18719,59825,began - bootcamp,I,9664,3m,achievement,25,USA,m,single,n
18720,59826,won - tournament,I,842,3m,achievement,27,USA,m,single,n
18721,59827,made - trip,,3830,3m,affection,35,USA,f,single,n
18722,59829,completed - project,,977,3m,achievement,24,IND,m,single,n
18723,59830,hit - ground,,3183,3m,affection,46,USA,f,single,n
18724,59832,bought - bike,I,2044,3m,achievement,28.0,IND,m,married,y
18725,59840,is - procedure,I,13654,3m,affection,25,IND,f,single,n
18726,59840,did - it,I,13654,3m,affection,25,IND,f,single,n
18727,59840,thank - God,I,13654,3m,affection,25,IND,f,single,n
18728,59842,celebrated - Easter,I,401,3m,affection,41,USA,m,single,n
18729,59846,adopted - cat,I,3975,3m,affection,25,USA,m,single,n
18730,59848,got - internship,I,1107,3m,achievement,22,USA,m,single,n
18731,59849,lost - lbs,,12736,3m,achievement,36,USA,,married,y
18732,59850,featured - artists,I,10614,3m,bonding,62,USA,f,married,n
18733,59851,find - money,,10920,3m,achievement,39,ESP,m,single,n
18734,59852,set - roommate,I,3068,3m,bonding,23,USA,f,single,n
18735,59853,bought - granddaughter,I,3031,3m,affection,23,USA,m,single,n
18736,59853,bought - bike,I,3031,3m,affection,23,USA,m,single,n
18737,59853,took - iPad,I,3031,3m,affection,23,USA,m,single,n
18738,59861,cooked - dinner,I,2983,3m,affection,38,USA,m,single,n
18739,59864,started - job,I,3362,3m,achievement,30,USA,f,married,y
18740,59866,booked - vacation,I,2203,3m,affection,27,USA,f,married,n
18741,59867,informing - me,,9836,3m,affection,27,USA,m,married,y
18742,59869,prepared - pitch,I,12462,3m,achievement,23,USA,f,single,n
18743,59869,got - raise,I,12462,3m,achievement,23,USA,f,single,n
18744,59871,received - letter,I,10518,3m,achievement,26,USA,m,single,n
18745,59872,take - while,,5023,3m,enjoy_the_moment,53,USA,m,married,n
18746,59873,made - trip,I,252,3m,affection,56,USA,f,single,n
18747,59876,manages - office,I,7320,3m,affection,59,USA,f,divorced,y
18748,59877,delivered - papers,I,620,3m,achievement,25,VEN,m,single,n
18749,59879,Visiting - friend,,3084,3m,bonding,25.0,USA,f,single,n
18750,59880,made - bucks,I,1049,3m,achievement,23.0,USA,f,single,n
18751,59881,received - hours,I,5087,3m,achievement,24,USA,f,single,n
18752,59882,Playing - boardgames,,4221,3m,leisure,29.0,USA,m,single,n
18753,59885,got - accident,I,13415,3m,affection,37,IND,m,married,y
18754,59885,helped - him,I,13415,3m,affection,37,IND,m,married,y
18755,59887,spent - afternoon,I,2239,3m,affection,37,USA,f,divorced,n
18756,59889,took - children,I,342,3m,bonding,32,USA,f,single,n
18757,59890,left - job,I,3254,3m,achievement,56,USA,f,married,n
18758,59891,pay - rent,I,7029,3m,achievement,59,FRA,f,married,y
18759,59892,got - system,I,10881,3m,achievement,23,USA,m,single,n
18760,59892,got - raise,I,10881,3m,achievement,23,USA,m,single,n
18761,59892,get - satisfaction,I,10881,3m,achievement,23,USA,m,single,n
18762,59897,got - scholarship,I,1544,3m,achievement,21,USA,f,single,n
18763,59898,saved - money,I,2897,3m,achievement,18,USA,f,single,n
18764,59899,Getting - granddaughter,,4095,3m,affection,63,USA,f,widowed,y
18765,59900,ate - food,,2731,3m,affection,44,VEN,f,married,y
18766,59901,enjoy - weather,I,3469,3m,enjoy_the_moment,29,IND,f,married,n
18767,59901,had - juice,I,3469,3m,enjoy_the_moment,29,IND,f,married,n
18768,59902,won - award,,4200,3m,affection,58,USA,f,married,y
18769,59904,scrapped - it,I,1777,3m,achievement,27,USA,m,single,n
18770,59907,got - job,I,5886,3m,achievement,68,USA,f,married,y
18771,59907,needed - it,I,5886,3m,achievement,68,USA,f,married,y
18772,59910,visiting - Japan,,8462,3m,enjoy_the_moment,26,USA,f,single,n
18773,59914,found - game,I,2465,3m,achievement,26,USA,m,married,n
18774,59915,watched - pals,I,729,3m,affection,31,USA,m,married,y
18775,59916,says - things,,2507,3m,affection,24,USA,f,divorced,y
18776,59919,Seeing - comments,,501,3m,affection,33,USA,m,widowed,y
18777,59921,got - bonus,,2097,3m,affection,23,USA,f,married,y
18778,59923,made - videos,I,9042,3m,affection,29,USA,m,married,n
18779,59924,watched - Kong,,9387,3m,affection,55,USA,f,married,y
18780,59925,got - job,I,3161,3m,achievement,29,USA,f,single,n
18781,59926,surprised - me,,1026,3m,bonding,25,USA,m,single,n
18782,59927,gave - pen,,1341,3m,bonding,34,USA,m,single,n
18783,59928,texted - me,,1536,3m,affection,20,USA,m,single,n
18784,59931,took - daughter,I,13687,3m,affection,25,USA,f,single,y
18785,59931,told - me,I,13687,3m,affection,25,USA,f,single,y
18786,59933,drinking - colada,I,7159,3m,affection,31,GRC,f,single,n
18787,59935,received - promotion,I,787,3m,achievement,24.0,USA,m,single,n
18788,59936,filed - taxes,I,1438,3m,achievement,27,USA,m,single,n
18789,59938,got - puppy,I,2100,3m,achievement,29,USA,m,married,y
18790,59941,got - position,,9203,3m,achievement,29,EGY,m,married,y
18791,59947,won - GAME,,1888,3m,achievement,35,USA,m,married,y
18792,59947,Go - Jackets,,1888,3m,achievement,35,USA,m,married,y
18793,59948,picking - countertops,,7191,3m,enjoy_the_moment,33,USA,f,married,y
18794,59950,had - increase,I,1736,3m,achievement,25,PHL,f,single,n
18795,59951,got - job,I,4626,3m,achievement,37,USA,m,single,y
18796,59955,had - cookout,I,10041,3m,bonding,36,USA,f,married,y
18797,59958,Trying - restaurant,,1022,3m,affection,32,USA,m,married,n
18798,59959,take - employ,,646,3m,achievement,28,EGY,m,married,y
18799,59964,had - interview,I,1521,3m,achievement,22,USA,f,single,n
18800,59965,Receiving - gift,,2501,3m,affection,43,NGA,f,married,y
18801,59966,love - you,I,10888,3m,affection,25,USA,f,single,n
18802,59967,"gained - 30,000",I,12141,3m,achievement,27,USA,f,divorced,y
18803,59968,gave - gift,I,1397,3m,bonding,22,USA,m,single,n
18804,59973,turned - 21,I,691,3m,achievement,20,USA,m,single,n
18805,59974,got - puppy,I,9497,3m,affection,35,USA,f,married,n
18806,59976,landed - job,I,1763,3m,achievement,36,USA,m,married,y
18807,59977,Spending - vacation,,4825,3m,affection,52,USA,f,married,y
18808,59977,Having - time,,4825,3m,affection,52,USA,f,married,y
18809,59979,received - award,I,10486,3m,achievement,24,USA,f,single,n
18810,59981,received - promotion,I,4255,3m,achievement,38,USA,f,married,n
18811,59982,won - 100,I,1093,3m,achievement,35,USA,f,married,n
18812,59983,gave - report,,1253,3m,achievement,57,USA,m,single,n
18813,59985,Cooking - dinner,,829,3m,affection,57.0,USA,f,married,n
18814,59989,found - dress,I,3466,3m,achievement,30,USA,f,single,n
18815,59990,took - dog,I,2182,3m,affection,29,USA,m,single,n
18816,59992,hosted - party,I,106,3m,leisure,44,USA,f,married,y
18817,59994,visited - friend,I,637,3m,bonding,33.0,USA,f,single,n
18818,59995,paid - card,I,2427,3m,achievement,30,USA,m,single,n
18819,59996,Discovered - hip,I,2359,3m,leisure,24.0,USA,m,married,n
18820,59997,got - influx,I,417,3m,achievement,25.0,USA,m,single,n
18821,60001,having - difficulties,I,4976,3m,affection,35,USA,m,single,n
18822,60002,got - dream,I,13619,3m,affection,24,USA,m,married,n
18823,60003,given - bill,I,1524,3m,achievement,31,USA,m,single,n
18824,60005,heard - news,I,621,3m,achievement,20.0,USA,o,single,n
18825,60005,lent - money,I,621,3m,achievement,20.0,USA,o,single,n
18826,60006,lost - job,I,1615,3m,achievement,25.0,USA,f,single,n
18827,60007,got - sunglasses,I,4002,3m,achievement,37,IND,m,married,y
18828,60012,met - one,I,1483,3m,bonding,26.0,USA,f,single,n
18829,60013,purchased - phone,I,1899,3m,affection,33,IND,m,single,n
18830,60014,kissed - guy,I,1401,3m,affection,21.0,USA,m,single,n
18831,60016,celebrated - birthday,,12929,3m,affection,24,USA,f,married,y
18832,60017,rode - miles,I,6728,3m,bonding,47,,m,single,n
18833,60019,celebrated - birthday,,2911,3m,affection,54.0,USA,m,married,n
18834,60019,rescued - him,,2911,3m,affection,54.0,USA,m,married,n
18835,60020,paid - mortgage,,889,3m,achievement,63.0,USA,f,married,y
18836,60021,Celebrating - son,,6557,3m,affection,67,USA,f,married,y
18837,60022,watching - tournament,I,2881,3m,leisure,46,KOR,m,married,n
18838,60023,told - head,,13306,3m,exercise,35,USA,f,married,y
18839,60025,watched - concert,I,710,3m,leisure,34.0,USA,m,married,y
18840,60028,had - happiness,I,1648,3m,affection,30,VEN,f,separated,y
18841,60028,learned - lot,I,1648,3m,affection,30,VEN,f,separated,y
18842,60029,bought - C.D.,I,1364,3m,achievement,61,USA,m,married,y
18843,60031,scored - A,I,4362,3m,achievement,19,USA,f,single,n
18844,60032,set - trampoline,I,7862,3m,affection,37,USA,f,married,y
18845,60035,brought - memories,I,3768,3m,bonding,30,USA,f,single,n
18846,60039,had - trip,I,9666,3m,bonding,32,IND,m,married,n
18847,60039,brought - friends,I,9666,3m,bonding,32,IND,m,married,n
18848,60039,had - questions,I,9666,3m,bonding,32,IND,m,married,n
18849,60042,finished - single,I,6661,3m,achievement,24,USA,f,married,n
18850,60043,bought - ticket,I,1258,3m,achievement,30.0,USA,f,single,n
18851,60048,had - baby,I,10293,3m,affection,41,USA,f,divorced,y
18852,60049,gave - weed,I,8286,3m,affection,20,USA,m,single,n
18853,60050,got - date,I,12532,3m,affection,37,USA,m,single,n
18854,60050,have - time,I,12532,3m,affection,37,USA,m,single,n
18855,60053,surprised - me,,1318,3m,achievement,30,USA,m,single,n
18856,60054,Spending - time,,1799,3m,affection,44.0,USA,f,single,y
18857,60055,won - contract,I,4400,3m,achievement,35,IND,m,single,n
18858,60058,completed - feet,,1118,3m,affection,26,IND,m,married,y
18859,60060,solved - issues,,5075,3m,achievement,51,USA,f,divorced,y
18860,60060,solved - being,,5075,3m,achievement,51,USA,f,divorced,y
18861,60062,got - puppy,I,6087,3m,affection,24,USA,f,single,n
18862,60068,took - convincing,I,8679,3m,affection,40,USA,f,married,n
18863,60071,offered - job,I,7169,3m,achievement,31,USA,f,married,n
18864,60072,bought - qt,I,379,3m,enjoy_the_moment,52.0,USA,m,single,n
18865,60072,bought - .,I,379,3m,enjoy_the_moment,52.0,USA,m,single,n
18866,60073,got - Badge,,3752,3m,affection,35,IND,f,married,y
18867,60074,got - score,,6623,3m,achievement,50,USA,m,married,y
18868,60075,quit - job,I,3234,3m,achievement,30,USA,f,married,n
18869,60076,paid - photoshoot,I,4940,3m,affection,26,USA,f,single,n
18870,60076,told - stories,I,4940,3m,affection,26,USA,f,single,n
18871,60077,Getting - raise,,2657,3m,achievement,33.0,USA,m,married,n
18872,60079,won - contest,,6320,3m,achievement,31,USA,f,divorced,y
18873,60080,drove - SUV,I,600,3m,achievement,41.0,IND,f,married,y
18874,60082,got - job,I,2809,3m,achievement,26,USA,f,single,n
18875,60084,won - lottery,I,187,3m,achievement,25.0,IND,m,single,n
18876,60085,Celebrating - sons,,12952,3m,affection,30,USA,f,divorced,y
18877,60086,proposed - crush,I,2059,3m,affection,19,IND,m,single,n
18878,60087,having - conversation,I,6636,3m,bonding,18,USA,f,single,n
18879,60088,found - 20,I,1346,3m,achievement,44,USA,m,single,n
18880,60089,gave - bonus,,13604,3m,achievement,32,USA,m,married,y
18881,60090,got - gift,I,580,3m,affection,28.0,IND,m,married,y
18882,60094,.Taking - drive,,12647,3m,affection,32,IND,m,married,y
18883,60094,foget - picnic,,12647,3m,affection,32,IND,m,married,y
18884,60095,had - chance,I,11336,3m,affection,23,IND,m,single,n
18885,60097,GOT - RING,I,694,3m,achievement,33,IND,m,married,y
18886,60098,was - competition,,5000,3m,achievement,22,SAU,m,single,n
18887,60099,visited - me,I,11644,3m,affection,23,USA,f,single,n
18888,60099,seen - him,I,11644,3m,affection,23,USA,f,single,n
18889,60102,feel - moment,,3151,3m,achievement,28,USA,f,married,y
18890,60103,installed - stereo,I,3414,3m,achievement,37.0,USA,m,single,n
18891,60104,received - project,I,654,3m,achievement,29,IND,m,single,n
18892,60107,bought - car,I,3541,3m,achievement,30,FRA,m,married,y
18893,60113,passed - exam,I,10492,3m,achievement,25,ESP,m,single,n
18894,60116,presented - type,,227,3m,affection,37,IND,f,married,n
18895,60116,liked - it,,227,3m,affection,37,IND,f,married,n
18896,60119,received - promotion,I,1037,3m,achievement,23,PHL,m,single,n
18897,60120,had - misunderstanding,I,10247,3m,affection,48,IND,m,married,y
18898,60122,bought - C,I,4281,3m,achievement,66,IND,f,married,y
18899,60123,completed - Survey,I,612,3m,achievement,28,IND,m,married,y
18900,60125,expecting - that,I,4667,3m,enjoy_the_moment,31,IND,f,married,y
18901,60126,forgive - me,,843,3m,achievement,33.0,IND,f,married,y
18902,60127,bought - me,I,1945,3m,affection,28,NIC,f,single,n
18903,60127,bought - one,I,1945,3m,affection,28,NIC,f,single,n
18904,60127,gave - it,I,1945,3m,affection,28,NIC,f,single,n
18905,60128,getting - pay,,1232,3m,achievement,35,IND,m,married,y
18906,60133,won - dollars,I,5942,3m,achievement,27,USA,m,single,n
18907,60134,attended - class,I,7813,3m,enjoy_the_moment,40,CRI,m,married,y
18908,60135,completing - exam,,913,3m,achievement,21,IND,m,single,n
18909,60136,massaging - face,,1679,3m,exercise,21,USA,f,single,n
18910,60139,took - glass,I,931,3m,bonding,54,USA,f,married,n
18911,60143,celebrating - anniversary,,9527,3m,affection,25,USA,f,married,n
18912,60146,bought - tv,I,886,3m,achievement,29.0,USA,f,single,n
18913,60149,visited - daughter,I,2721,3m,affection,53,USA,m,married,y
18914,60150,did - it,I,664,3m,achievement,31,IND,m,single,y
18915,60152,offered - job,I,1989,3m,achievement,29.0,USA,f,single,n
18916,60155,visited - girlfriend,I,1832,3m,affection,24,USA,f,single,n
18917,60156,received - award,I,5631,3m,achievement,42,USA,m,married,y
18918,60157,share - relationship,I,235,3m,affection,27.0,IND,m,single,n
18919,60157,spent - hrs,I,235,3m,affection,27.0,IND,m,single,n
18920,60157,enjoyed - meal,I,235,3m,affection,27.0,IND,m,single,n
18921,60157,exchanged - silence,I,235,3m,affection,27.0,IND,m,single,n
18922,60157,rolling - cheek,I,235,3m,affection,27.0,IND,m,single,n
18923,60159,spending - night,,608,3m,bonding,24,IND,m,single,n
18924,60160,prepared - seder,I,11238,3m,affection,59,USA,f,married,y
18925,60162,WENT - OPENING,I,1159,3m,bonding,30,IND,f,married,y
18926,60163,call - me,,3208,3m,achievement,29,IND,m,separated,n
18927,60166,bought - house,,6315,3m,achievement,33,IND,m,married,y
18928,60167,spent - day,I,10864,3m,affection,58,USA,m,married,y
18929,60167,is - shop,I,10864,3m,affection,58,USA,m,married,y
18930,60167,spent - hour,I,10864,3m,affection,58,USA,m,married,y
18931,60168,booked - vacation,I,274,3m,affection,32.0,USA,f,single,n
18932,60170,had - time,I,12612,3m,affection,44,USA,f,married,y
18933,60172,purchased - keyboard,I,1864,3m,achievement,33.0,USA,m,single,n
18934,60174,feel - kind,I,7583,3m,bonding,32,USA,f,single,y
18935,60175,received - invitation,I,2225,3m,achievement,28.0,USA,f,single,n
18936,60177,went - points,,10198,3m,affection,33,USA,f,married,y
18937,60180,Finishing - marathon,,6095,3m,bonding,41,USA,m,married,y
18938,60182,was - boy,I,12406,3m,affection,25,USA,f,single,n
18939,60183,got - job,I,2416,3m,achievement,26,FIN,f,single,n
18940,60185,got - payment,I,13037,3m,achievement,54,IND,m,married,y
18941,60186,had - daughter,,928,3m,bonding,27,USA,m,single,n
18942,60188,received - promotion,I,1105,3m,achievement,27,USA,f,single,n
18943,60190,was - threat,I,2930,3m,affection,27,USA,f,married,y
18944,60190,made - it,I,2930,3m,affection,27,USA,f,married,y
18945,60191,Completed - project,,5692,3m,achievement,55,USA,f,married,y
18946,60192,helped - society,,165,3m,achievement,30,USA,m,married,y
18947,60193,earned - Degree,I,4665,3m,achievement,57,USA,m,divorced,y
18948,60194,passed - subject,I,2191,3m,achievement,26,PHL,m,single,n
18949,60198,received - score,I,1554,3m,achievement,18,USA,m,single,n
18950,60200,got - opportunity,,1023,3m,achievement,30,IND,m,single,n
18951,60203,got - raise,I,2693,3m,achievement,26,USA,m,married,n
18952,60205,hit - weight,I,6959,3m,achievement,27,USA,f,single,n
18953,60206,see - tears,I,11480,3m,affection,24,USA,m,single,n
18954,60207,bought - bike,I,8379,3m,achievement,30,USA,m,single,n
18955,60210,sold - House,,13798,3m,achievement,42,USA,m,married,y
18956,60213,enjoying - it,,6201,3m,enjoy_the_moment,22,IND,m,single,n
18957,60215,bought - dress,I,8956,3m,achievement,21,USA,f,single,n
18958,60218,got - kitten,I,254,3m,achievement,29,USA,m,single,n
18959,60220,got - return,I,5343,3m,achievement,33,USA,f,married,y
18960,60222,took - vacation,,4760,3m,affection,47,USA,f,married,y
18961,60224,got - car,I,546,3m,achievement,48,USA,m,single,n
18962,60225,met - one,I,4812,3m,bonding,25,IND,m,single,n
18963,60225,lose - contact,I,4812,3m,bonding,25,IND,m,single,n
18964,60227,sang - Grace,I,9595,3m,affection,32,USA,f,single,y
18965,60229,given - scholarship,I,9384,3m,affection,46,USA,m,married,y
18966,60229,got - microphone,I,9384,3m,affection,46,USA,m,married,y
18967,60231,given - bonus,I,9861,3m,achievement,26,USA,m,single,n
18968,60232,had - celebration,,10109,3m,achievement,37,USA,m,married,n
18969,60237,had - trip,I,12357,3m,bonding,28,IND,f,married,n
18970,60237,brought - friends,I,12357,3m,bonding,28,IND,f,married,n
18971,60239,taught - puppy,I,10547,3m,affection,20,USA,f,single,n
18972,60240,Getting - job,I,12470,3m,achievement,28,USA,m,single,n
18973,60240,got - job,I,12470,3m,achievement,28,USA,m,single,n
18974,60244,secured - home,I,5370,3m,affection,38,USA,f,single,y
18975,60246,finished - finals,I,8428,3m,achievement,20,USA,m,single,n
18976,60248,adopted - cat,I,11850,3m,affection,30,USA,f,married,n
18977,60249,had - day,I,942,3m,affection,32,USA,m,married,y
18978,60250,had - dinner,I,11464,3m,bonding,58,USA,m,married,y
18979,60251,Watching - FANTASMIC,,3356,3m,leisure,31,USA,m,married,y
18980,60252,are - people,I,4674,3m,affection,30,IND,m,married,y
18981,60252,imagine - life,I,4674,3m,affection,30,IND,m,married,y
18982,60253,enjoyed - that,I,7930,3m,affection,20,USA,m,single,n
18983,60254,turned - assignments,I,1094,3m,achievement,23,LTU,m,single,n
18984,60255,finished - college,I,5528,3m,achievement,,USA,f,single,n
18985,60257,got - job,I,2656,3m,achievement,25.0,USA,m,single,n
18986,60259,Winning - bet,,10350,3m,achievement,37,USA,m,married,y
18987,60261,Completed - forms,,1416,3m,achievement,51.0,USA,m,single,n
18988,60263,hosted - celebrations,I,8385,3m,affection,25,USA,f,married,n
18989,60265,had - cookout,,4382,3m,affection,25,USA,m,single,n
18990,60265,was - food,,4382,3m,affection,25,USA,m,single,n
18991,60266,acquired - Laptop,I,1179,3m,achievement,27,VEN,m,married,y
18992,60267,spoke - words,I,8374,3m,affection,58,USA,f,single,n
18993,60269,found - dog,I,12015,3m,affection,25,USA,f,married,n
18994,60271,received - gift,I,846,3m,bonding,28.0,USA,f,single,y
18995,60276,Getting - dinner,,91,3m,affection,29,USA,m,single,n
18996,60277,saved - money,I,3631,3m,achievement,28,USA,m,single,n
18997,60278,won - lottery,,13649,3m,achievement,21,USA,m,single,n
18998,60280,found - all,I,2732,3m,enjoy_the_moment,29.0,USA,m,married,y
18999,60283,adopted - puppy,I,1241,3m,affection,22,USA,f,single,n
19000,60285,Found - someone,,11880,3m,enjoy_the_moment,24,BRA,m,single,n
19001,60289,debated - friend,I,12721,3m,bonding,30,USA,m,single,y
19002,60294,watching - child,I,9987,3m,affection,31,USA,m,married,y
19003,60294,said - fun,I,9987,3m,affection,31,USA,m,married,y
19004,60296,loved - it,I,7137,3m,affection,18,USA,m,single,n
19005,60297,planned - date,,4374,3m,affection,35.0,USA,f,married,n
19006,60300,given - gift,I,4461,3m,bonding,32,USA,m,married,n
19007,60302,watch - streamer,I,9967,3m,affection,30,USA,f,divorced,n
